"Source","Destination","Alt Text"
"https://donate.lifeusa.org/donorportal/project-designations?Program=11WVy000001QlE7MAK","https://analytics.twitter.com/1/i/adsct?bci=4&dv=UTC%26en-US%26Google%20Inc.%26Linux%20x86_64%26255%26800%26600%2696%2624%26800%26600%260%26na&eci=3&event={}&event_id=8b82cb12-c7dd-466f-92f6-5a0d3d98d2a7&integration=advertiser&p_id=Twitter&p_user_id=0&pl_id=1a0c1818-41d8-471c-8098-b0451fa0f195&pt=Project%20Designations&tw_document_href=https%3A%2F%2Fdonate.lifeusa.org%2Fdonorportal%2Fproject-designations&tw_iframe_status=0&tw_pid_src=1&twpid=tw.1777552606924.869838067670168680&txn_id=ok5cx&type=javascript&version=2.3.53",""
"https://donate.lifeusa.org/donorportal/project-designations?Program=11WVy000001QlE9MAK","https://analytics.twitter.com/1/i/adsct?bci=4&dv=UTC%26en-US%26Google%20Inc.%26Linux%20x86_64%26255%26800%26600%2696%2624%26800%26600%260%26na&eci=3&event={}&event_id=8b82cb12-c7dd-466f-92f6-5a0d3d98d2a7&integration=advertiser&p_id=Twitter&p_user_id=0&pl_id=1a0c1818-41d8-471c-8098-b0451fa0f195&pt=Project%20Designations&tw_document_href=https%3A%2F%2Fdonate.lifeusa.org%2Fdonorportal%2Fproject-designations&tw_iframe_status=0&tw_pid_src=1&twpid=tw.1777552606924.869838067670168680&txn_id=ok5cx&type=javascript&version=2.3.53",""
"https://donate.lifeusa.org/donorportal/project-designations?Program=11WVy000001QlE8MAK","https://analytics.twitter.com/1/i/adsct?bci=4&dv=UTC%26en-US%26Google%20Inc.%26Linux%20x86_64%26255%26800%26600%2696%2624%26800%26600%260%26na&eci=3&event={}&event_id=8b82cb12-c7dd-466f-92f6-5a0d3d98d2a7&integration=advertiser&p_id=Twitter&p_user_id=0&pl_id=1a0c1818-41d8-471c-8098-b0451fa0f195&pt=Project%20Designations&tw_document_href=https%3A%2F%2Fdonate.lifeusa.org%2Fdonorportal%2Fproject-designations&tw_iframe_status=0&tw_pid_src=1&twpid=tw.1777552606924.869838067670168680&txn_id=ok5cx&type=javascript&version=2.3.53",""
"https://donate.lifeusa.org/donorportal/project-designations?Program=11WVy000001QlE4MAK","https://analytics.twitter.com/1/i/adsct?bci=4&dv=UTC%26en-US%26Google%20Inc.%26Linux%20x86_64%26255%26800%26600%2696%2624%26800%26600%260%26na&eci=3&event={}&event_id=8b82cb12-c7dd-466f-92f6-5a0d3d98d2a7&integration=advertiser&p_id=Twitter&p_user_id=0&pl_id=1a0c1818-41d8-471c-8098-b0451fa0f195&pt=Project%20Designations&tw_document_href=https%3A%2F%2Fdonate.lifeusa.org%2Fdonorportal%2Fproject-designations&tw_iframe_status=0&tw_pid_src=1&twpid=tw.1777552606924.869838067670168680&txn_id=ok5cx&type=javascript&version=2.3.53",""
"https://donate.lifeusa.org/donorportal/project-designations?Program=11WVy000001QlE5MAK","https://analytics.twitter.com/1/i/adsct?bci=4&dv=UTC%26en-US%26Google%20Inc.%26Linux%20x86_64%26255%26800%26600%2696%2624%26800%26600%260%26na&eci=3&event={}&event_id=8b82cb12-c7dd-466f-92f6-5a0d3d98d2a7&integration=advertiser&p_id=Twitter&p_user_id=0&pl_id=1a0c1818-41d8-471c-8098-b0451fa0f195&pt=Project%20Designations&tw_document_href=https%3A%2F%2Fdonate.lifeusa.org%2Fdonorportal%2Fproject-designations&tw_iframe_status=0&tw_pid_src=1&twpid=tw.1777552606924.869838067670168680&txn_id=ok5cx&type=javascript&version=2.3.53",""
"https://donate.lifeusa.org/donorportal/project-designations?Program=11WVy000001QlE7MAK","https://t.co/1/i/adsct?bci=4&dv=UTC%26en-US%26Google%20Inc.%26Linux%20x86_64%26255%26800%26600%2696%2624%26800%26600%260%26na&eci=3&event={}&event_id=8b82cb12-c7dd-466f-92f6-5a0d3d98d2a7&integration=advertiser&p_id=Twitter&p_user_id=0&pl_id=1a0c1818-41d8-471c-8098-b0451fa0f195&pt=Project%20Designations&tw_document_href=https%3A%2F%2Fdonate.lifeusa.org%2Fdonorportal%2Fproject-designations&tw_iframe_status=0&tw_pid_src=1&twpid=tw.1777552606924.869838067670168680&txn_id=ok5cx&type=javascript&version=2.3.53",""
"https://donate.lifeusa.org/donorportal/project-designations?Program=11WVy000001QlE9MAK","https://t.co/1/i/adsct?bci=4&dv=UTC%26en-US%26Google%20Inc.%26Linux%20x86_64%26255%26800%26600%2696%2624%26800%26600%260%26na&eci=3&event={}&event_id=8b82cb12-c7dd-466f-92f6-5a0d3d98d2a7&integration=advertiser&p_id=Twitter&p_user_id=0&pl_id=1a0c1818-41d8-471c-8098-b0451fa0f195&pt=Project%20Designations&tw_document_href=https%3A%2F%2Fdonate.lifeusa.org%2Fdonorportal%2Fproject-designations&tw_iframe_status=0&tw_pid_src=1&twpid=tw.1777552606924.869838067670168680&txn_id=ok5cx&type=javascript&version=2.3.53",""
"https://donate.lifeusa.org/donorportal/project-designations?Program=11WVy000001QlE8MAK","https://t.co/1/i/adsct?bci=4&dv=UTC%26en-US%26Google%20Inc.%26Linux%20x86_64%26255%26800%26600%2696%2624%26800%26600%260%26na&eci=3&event={}&event_id=8b82cb12-c7dd-466f-92f6-5a0d3d98d2a7&integration=advertiser&p_id=Twitter&p_user_id=0&pl_id=1a0c1818-41d8-471c-8098-b0451fa0f195&pt=Project%20Designations&tw_document_href=https%3A%2F%2Fdonate.lifeusa.org%2Fdonorportal%2Fproject-designations&tw_iframe_status=0&tw_pid_src=1&twpid=tw.1777552606924.869838067670168680&txn_id=ok5cx&type=javascript&version=2.3.53",""
"https://donate.lifeusa.org/donorportal/project-designations?Program=11WVy000001QlE4MAK","https://t.co/1/i/adsct?bci=4&dv=UTC%26en-US%26Google%20Inc.%26Linux%20x86_64%26255%26800%26600%2696%2624%26800%26600%260%26na&eci=3&event={}&event_id=8b82cb12-c7dd-466f-92f6-5a0d3d98d2a7&integration=advertiser&p_id=Twitter&p_user_id=0&pl_id=1a0c1818-41d8-471c-8098-b0451fa0f195&pt=Project%20Designations&tw_document_href=https%3A%2F%2Fdonate.lifeusa.org%2Fdonorportal%2Fproject-designations&tw_iframe_status=0&tw_pid_src=1&twpid=tw.1777552606924.869838067670168680&txn_id=ok5cx&type=javascript&version=2.3.53",""
"https://donate.lifeusa.org/donorportal/project-designations?Program=11WVy000001QlE5MAK","https://t.co/1/i/adsct?bci=4&dv=UTC%26en-US%26Google%20Inc.%26Linux%20x86_64%26255%26800%26600%2696%2624%26800%26600%260%26na&eci=3&event={}&event_id=8b82cb12-c7dd-466f-92f6-5a0d3d98d2a7&integration=advertiser&p_id=Twitter&p_user_id=0&pl_id=1a0c1818-41d8-471c-8098-b0451fa0f195&pt=Project%20Designations&tw_document_href=https%3A%2F%2Fdonate.lifeusa.org%2Fdonorportal%2Fproject-designations&tw_iframe_status=0&tw_pid_src=1&twpid=tw.1777552606924.869838067670168680&txn_id=ok5cx&type=javascript&version=2.3.53",""
"https://donate.lifeusa.org/donorportal/SelfRegister","https://t.co/1/i/adsct?bci=4&dv=UTC%26en-US%26Google%20Inc.%26Linux%20x86_64%26255%26800%26600%2696%2624%26800%26600%260%26na&eci=3&event={}&event_id=2d1672b2-9f31-4d95-bc9f-4429e911ae6a&integration=advertiser&p_id=Twitter&p_user_id=0&pl_id=fa5a591c-638d-4a45-b36e-374e23ce1fe7&pt=Register&tw_document_href=https%3A%2F%2Fdonate.lifeusa.org%2Fdonorportal%2FSelfRegister&tw_iframe_status=0&tw_pid_src=1&twpid=tw.1777401374610.329493447919587887&txn_id=ok5cx&type=javascript&version=2.3.53",""
"https://donate.lifeusa.org/donorportal/SelfRegister","https://analytics.twitter.com/1/i/adsct?bci=4&dv=UTC%26en-US%26Google%20Inc.%26Linux%20x86_64%26255%26800%26600%2696%2624%26800%26600%260%26na&eci=3&event={}&event_id=2d1672b2-9f31-4d95-bc9f-4429e911ae6a&integration=advertiser&p_id=Twitter&p_user_id=0&pl_id=fa5a591c-638d-4a45-b36e-374e23ce1fe7&pt=Register&tw_document_href=https%3A%2F%2Fdonate.lifeusa.org%2Fdonorportal%2FSelfRegister&tw_iframe_status=0&tw_pid_src=1&twpid=tw.1777401374610.329493447919587887&txn_id=ok5cx&type=javascript&version=2.3.53",""
"https://donate.lifeusa.org/donorportal/campaign?UTM_SourceCode=LebanonEmergencyRelief26&CampaignID=701Vy00001Nj9MLIAZ","https://analytics.twitter.com/1/i/adsct?bci=4&dv=UTC%26en-US%26Google%20Inc.%26Linux%20x86_64%26255%26800%26600%2696%2624%26800%26600%260%26na&eci=3&event={}&event_id=cb2bcd02-a691-4424-bf95-88c4945f6f29&integration=advertiser&p_id=Twitter&p_user_id=0&pl_id=5b900831-b5f3-435b-924b-4b2981718648&pt=Campaign&tw_document_href=https%3A%2F%2Fdonate.lifeusa.org%2Fdonorportal%2Fcampaign&tw_iframe_status=0&tw_pid_src=1&twpid=tw.1777273853146.748950382587987043&txn_id=ok5cx&type=javascript&version=2.3.53",""
"https://donate.lifeusa.org/donorportal/campaign?UTM_SourceCode=UkraineEmergencyRelief&CampaignID=701Vy00001QJyCHIA1","https://analytics.twitter.com/1/i/adsct?bci=4&dv=UTC%26en-US%26Google%20Inc.%26Linux%20x86_64%26255%26800%26600%2696%2624%26800%26600%260%26na&eci=3&event={}&event_id=cb2bcd02-a691-4424-bf95-88c4945f6f29&integration=advertiser&p_id=Twitter&p_user_id=0&pl_id=5b900831-b5f3-435b-924b-4b2981718648&pt=Campaign&tw_document_href=https%3A%2F%2Fdonate.lifeusa.org%2Fdonorportal%2Fcampaign&tw_iframe_status=0&tw_pid_src=1&twpid=tw.1777273853146.748950382587987043&txn_id=ok5cx&type=javascript&version=2.3.53",""
"https://donate.lifeusa.org/donorportal/campaign?UTM_SourceCode=LebanonEmergencyRelief26&CampaignID=701Vy00001Nj9MLIAZ","https://t.co/1/i/adsct?bci=4&dv=UTC%26en-US%26Google%20Inc.%26Linux%20x86_64%26255%26800%26600%2696%2624%26800%26600%260%26na&eci=3&event={}&event_id=cb2bcd02-a691-4424-bf95-88c4945f6f29&integration=advertiser&p_id=Twitter&p_user_id=0&pl_id=5b900831-b5f3-435b-924b-4b2981718648&pt=Campaign&tw_document_href=https%3A%2F%2Fdonate.lifeusa.org%2Fdonorportal%2Fcampaign&tw_iframe_status=0&tw_pid_src=1&twpid=tw.1777273853146.748950382587987043&txn_id=ok5cx&type=javascript&version=2.3.53",""
"https://donate.lifeusa.org/donorportal/campaign?UTM_SourceCode=UkraineEmergencyRelief&CampaignID=701Vy00001QJyCHIA1","https://t.co/1/i/adsct?bci=4&dv=UTC%26en-US%26Google%20Inc.%26Linux%20x86_64%26255%26800%26600%2696%2624%26800%26600%260%26na&eci=3&event={}&event_id=cb2bcd02-a691-4424-bf95-88c4945f6f29&integration=advertiser&p_id=Twitter&p_user_id=0&pl_id=5b900831-b5f3-435b-924b-4b2981718648&pt=Campaign&tw_document_href=https%3A%2F%2Fdonate.lifeusa.org%2Fdonorportal%2Fcampaign&tw_iframe_status=0&tw_pid_src=1&twpid=tw.1777273853146.748950382587987043&txn_id=ok5cx&type=javascript&version=2.3.53",""
"https://donate.lifeusa.org/donorportal/cart","https://t.co/1/i/adsct?bci=4&dv=UTC%26en-US%26Google%20Inc.%26Linux%20x86_64%26255%26800%26600%2696%2624%26800%26600%260%26na&eci=3&event={}&event_id=71bf5509-e18f-48b6-8f22-061049476479&integration=advertiser&p_id=Twitter&p_user_id=0&pl_id=bb6125c0-2bc9-4af6-9b2e-69178cf95fd0&pt=Cart&tw_document_href=https%3A%2F%2Fdonate.lifeusa.org%2Fdonorportal%2Fcart&tw_iframe_status=0&tw_pid_src=1&twpid=tw.1777662001272.526905514441846844&txn_id=ok5cx&type=javascript&version=2.3.53",""
"https://donate.lifeusa.org/donorportal/cart","https://analytics.twitter.com/1/i/adsct?bci=4&dv=UTC%26en-US%26Google%20Inc.%26Linux%20x86_64%26255%26800%26600%2696%2624%26800%26600%260%26na&eci=3&event={}&event_id=71bf5509-e18f-48b6-8f22-061049476479&integration=advertiser&p_id=Twitter&p_user_id=0&pl_id=bb6125c0-2bc9-4af6-9b2e-69178cf95fd0&pt=Cart&tw_document_href=https%3A%2F%2Fdonate.lifeusa.org%2Fdonorportal%2Fcart&tw_iframe_status=0&tw_pid_src=1&twpid=tw.1777662001272.526905514441846844&txn_id=ok5cx&type=javascript&version=2.3.53",""
"https://donate.lifeusa.org/donorportal/seasonal-designations","https://t.co/1/i/adsct?bci=4&dv=UTC%26en-US%26Google%20Inc.%26Linux%20x86_64%26255%26800%26600%2696%2624%26800%26600%260%26na&eci=3&event={}&event_id=4e4dbd59-3414-4e59-a335-78afe072bea9&integration=advertiser&p_id=Twitter&p_user_id=0&pl_id=1eaee4cc-3ee4-472c-9674-7b81989aa53c&pt=Seasonal%20Designations&tw_document_href=https%3A%2F%2Fdonate.lifeusa.org%2Fdonorportal%2Fseasonal-designations&tw_iframe_status=0&tw_pid_src=1&twpid=tw.1776935178631.961186306109785459&txn_id=ok5cx&type=javascript&version=2.3.53",""
"https://donate.lifeusa.org/donorportal/seasonal-designations","https://analytics.twitter.com/1/i/adsct?bci=4&dv=UTC%26en-US%26Google%20Inc.%26Linux%20x86_64%26255%26800%26600%2696%2624%26800%26600%260%26na&eci=3&event={}&event_id=4e4dbd59-3414-4e59-a335-78afe072bea9&integration=advertiser&p_id=Twitter&p_user_id=0&pl_id=1eaee4cc-3ee4-472c-9674-7b81989aa53c&pt=Seasonal%20Designations&tw_document_href=https%3A%2F%2Fdonate.lifeusa.org%2Fdonorportal%2Fseasonal-designations&tw_iframe_status=0&tw_pid_src=1&twpid=tw.1776935178631.961186306109785459&txn_id=ok5cx&type=javascript&version=2.3.53",""
