"Address","Content Type","Status Code","Status","HTTP Version","Indexability","Indexability Status","Canonical Link Element 1","Meta Robots 1","X-Robots-Tag 1"
"https://www.lifeusa.org/_files/ugd/6df904_b6f9e409a1a2422c8d4d9e7368d08fbb.pdf","application/pdf","200","OK","1.1","Non-Indexable","noindex","","","noindex, nofollow"
"https://www.lifeusa.org/_files/ugd/6df904_97c1a5bca4fb48c2bc203de1898dad42.pdf","application/pdf","200","OK","1.1","Non-Indexable","noindex","","","noindex, nofollow"
"https://www.lifeusa.org/_files/ugd/6df904_957a74369bdb4c0e871f69ae92f60ef0.pdf","application/pdf","200","OK","1.1","Non-Indexable","noindex","","","noindex, nofollow"
"https://www.lifeusa.org/_files/ugd/6df904_d302c1520c0d4a62bb0caeef25054425.pdf","application/pdf","200","OK","1.1","Non-Indexable","noindex","","","noindex, nofollow"
"https://www.lifeusa.org/_files/ugd/6df904_fbb391218c0a4ab3a609e7ded6d5d8f2.pdf","application/pdf","200","OK","1.1","Non-Indexable","noindex","","","noindex, nofollow"
"https://www.lifeusa.org/_files/ugd/6df904_87226379919b4320b943ce00af7190d1.pdf","application/pdf","200","OK","1.1","Non-Indexable","noindex","","","noindex, nofollow"
"https://www.lifeusa.org/no","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://www.lifeusa.org/no","",""
"https://www.lifeusa.org/no/categories/life-blog","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://www.lifeusa.org/no/categories/life-blog","index",""
"https://www.lifeusa.org/no/categories/giving-charity","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://www.lifeusa.org/no/categories/giving-charity","index",""
"https://www.lifeusa.org/no/categories/reports","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://www.lifeusa.org/no/categories/reports","index",""
"https://www.lifeusa.org/no/categories/tax-write-off","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://www.lifeusa.org/no/categories/tax-write-off","index",""
"https://www.lifeusa.org/no/categories/philosophy","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://www.lifeusa.org/no/categories/philosophy","index",""
"https://www.lifeusa.org/post/women-s-empowerment-the-key-to-solving-world-hunger","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://www.lifeusa.org/post/women-s-empowerment-the-key-to-solving-world-hunger","",""
"https://www.lifeusa.org/no/categories/purpose","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://www.lifeusa.org/no/categories/purpose","index",""
"https://www.lifeusa.org/_files/ugd/6df904_d0fe1b850fe14f2aafff753149a31e93.pdf","application/pdf","200","OK","1.1","Non-Indexable","noindex","","","noindex, nofollow"
"https://www.lifeusa.org/_files/ugd/6df904_0f8f4c0387d84ee0822e7a097e609290.pdf","application/pdf","200","OK","1.1","Non-Indexable","noindex","","","noindex, nofollow"
"https://www.lifeusa.org/_files/ugd/6df904_3fba3e9f3e774668aebec37fddc53405.pdf","application/pdf","200","OK","1.1","Non-Indexable","noindex","","","noindex, nofollow"
"https://www.lifeusa.org/_files/ugd/6df904_70ad03d60ccd401c9560d51dcb8a0d38.pdf","application/pdf","200","OK","1.1","Non-Indexable","noindex","","","noindex, nofollow"
"https://www.lifeusa.org/_files/ugd/6df904_3aa728eb8ed446d4a430e655104dc318.pdf","application/pdf","200","OK","1.1","Non-Indexable","noindex","","","noindex, nofollow"
"https://www.lifeusa.org/post/one-dollar-can-change-someone-s-life","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://www.lifeusa.org/post/one-dollar-can-change-someone-s-life","",""
"https://www.lifeusa.org/post/afghanistan-s-earthquake-stories-of-survival-and-relief","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://www.lifeusa.org/post/afghanistan-s-earthquake-stories-of-survival-and-relief","",""
"https://www.lifeusa.org/post/why-one-gift-means-the-world-to-an-orphaned-child","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://www.lifeusa.org/post/why-one-gift-means-the-world-to-an-orphaned-child","",""
"https://www.lifeusa.org/post/children-forced-to-sleep-in-cars-and-on-the-streets-as-over-800-000-are-displaced-in-lebanon","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://www.lifeusa.org/post/children-forced-to-sleep-in-cars-and-on-the-streets-as-over-800-000-are-displaced-in-lebanon","",""
"https://www.lifeusa.org/post/remembering-judge-frank-caprio-a-judge-who-redefined-leadership-through-compassion","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://www.lifeusa.org/post/remembering-judge-frank-caprio-a-judge-who-redefined-leadership-through-compassion","",""
"https://www.lifeusa.org/post/over-6-5-hungry-in-somalia-why-your-giving-matters-now-more-than-ever","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://www.lifeusa.org/post/over-6-5-hungry-in-somalia-why-your-giving-matters-now-more-than-ever","",""
"https://www.lifeusa.org/post/starvation-in-gaza-why-the-world-must-act-now-before-thousands-more-die","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://www.lifeusa.org/post/starvation-in-gaza-why-the-world-must-act-now-before-thousands-more-die","",""
"https://www.lifeusa.org/post/latest-cuts-to-humanitarian-aid-leave-millions-without-hope","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://www.lifeusa.org/post/latest-cuts-to-humanitarian-aid-leave-millions-without-hope","",""
"https://www.lifeusa.org/legacy","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://www.lifeusa.org/legacy","",""
"https://www.lifeusa.org/copy-of-freewill-landing-page","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://www.lifeusa.org/copy-of-freewill-landing-page","",""
"https://www.lifeusa.org/newsletters","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://www.lifeusa.org/newsletters","",""
"https://donate.lifeusa.org/donorportal/assets/styles/dxp-styling-hooks.min.css?4b9fffd575","text/css; charset=UTF-8","200","OK","1.1","Indexable","","","",""
"https://www.lifeusa.org/news","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://www.lifeusa.org/news","",""
"https://donate.lifeusa.org/donorportal/assets/styles/salesforce-lightning-design-system.min.css?4b9fffd575","text/css; charset=UTF-8","200","OK","1.1","Indexable","","","",""
"https://donate.lifeusa.org/donorportal/webruntime/org-asset/4b9fffd575/resource/081Vy0000005faP","image/png","200","OK","1.1","Indexable","","","",""
"https://donate.lifeusa.org/donorportal/assets/styles/dxp-slds-extensions.min.css?4b9fffd575","text/css; charset=UTF-8","200","OK","1.1","Indexable","","","",""
"https://www.lifeusa.org/press","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://www.lifeusa.org/press","",""
"https://donate.lifeusa.org/donorportal/assets/styles/dxp-site-spacing-styling-hooks.min.css?4b9fffd575","text/css; charset=UTF-8","200","OK","1.1","Indexable","","","",""
"https://donate.lifeusa.org/donorportal/webruntime/org-asset/22b004e4a8/resource/081Vy0000005faP","image/png","200","OK","1.1","Indexable","","","",""
"https://donate.lifeusa.org/donorportal/assets/styles/dxp-styling-hooks.min.css?22b004e4a8","text/css; charset=UTF-8","200","OK","1.1","Indexable","","","",""
"https://donate.lifeusa.org/donorportal/assets/styles/salesforce-lightning-design-system.min.css?22b004e4a8","text/css; charset=UTF-8","200","OK","1.1","Indexable","","","",""
"https://donate.lifeusa.org/donorportal/webruntime/org-asset/22b004e4a8/resource/081Vy0000002C3V","image/jpeg","200","OK","1.1","Indexable","","","",""
"https://donate.lifeusa.org/donorportal/assets/styles/dxp-site-spacing-styling-hooks.min.css?22b004e4a8","text/css; charset=UTF-8","200","OK","1.1","Indexable","","","",""
"https://donate.lifeusa.org/donorportal/assets/styles/dxp-slds-extensions.min.css?22b004e4a8","text/css; charset=UTF-8","200","OK","1.1","Indexable","","","",""
"https://donate.lifeusa.org/donorportal/assets/styles/dxp-site-spacing-styling-hooks.min.css?14a9f9b1ca","text/css; charset=UTF-8","200","OK","1.1","Indexable","","","",""
"https://donate.lifeusa.org/donorportal/webruntime/org-asset/14a9f9b1ca/resource/081Vy0000005faQ/flag-icons-7.5.0/css/flag-icons.min.css","text/css","200","OK","1.1","Indexable","","","",""
"https://donate.lifeusa.org/donorportal/assets/styles/dxp-slds-extensions.min.css?14a9f9b1ca","text/css; charset=UTF-8","200","OK","1.1","Indexable","","","",""
"https://donate.lifeusa.org/donorportal/assets/styles/salesforce-lightning-design-system.min.css?14a9f9b1ca","text/css; charset=UTF-8","200","OK","1.1","Indexable","","","",""
"https://donate.lifeusa.org/donorportal/assets/styles/dxp-styling-hooks.min.css?14a9f9b1ca","text/css; charset=UTF-8","200","OK","1.1","Indexable","","","",""
"https://donate.lifeusa.org/donorportal/webruntime/org-asset/14a9f9b1ca/resource/081Vy0000005faP","image/png","200","OK","1.1","Indexable","","","",""
"https://www.lifeusa.org/post/building-a-better-world-for-33-years","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://www.lifeusa.org/post/building-a-better-world-for-33-years","",""
"https://www.lifeusa.org/post/write-your-will-for-free-and-let-the-good-you-do-today-last-forever","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://www.lifeusa.org/post/write-your-will-for-free-and-let-the-good-you-do-today-last-forever","",""
"https://www.lifeusa.org/post/charitable-giving-an-advantage-we-never-saw-coming-from-the-one-big-beautiful-bill-act","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://www.lifeusa.org/post/charitable-giving-an-advantage-we-never-saw-coming-from-the-one-big-beautiful-bill-act","",""
"https://www.lifeusa.org/post/double-or-triple-your-donation-without-spending-more-through-life-for-relief-and-development-life","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://www.lifeusa.org/post/double-or-triple-your-donation-without-spending-more-through-life-for-relief-and-development-life","",""
"https://www.lifeusa.org/post/winter-flooding-in-gaza-leaves-families-cold-and-exhausted","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://www.lifeusa.org/post/winter-flooding-in-gaza-leaves-families-cold-and-exhausted","",""
"https://www.lifeusa.org/post/school-supplies-could-be-the-key-to-ending-poverty","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://www.lifeusa.org/post/school-supplies-could-be-the-key-to-ending-poverty","",""
"https://www.lifeusa.org/post/cold-kills-5-million-a-year-life-s-winter-aid-helps-prevent-this-tragedy","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://www.lifeusa.org/post/cold-kills-5-million-a-year-life-s-winter-aid-helps-prevent-this-tragedy","",""
"https://www.lifeusa.org/post/give-the-smart-way-stop-paying-taxes-on-stocks-and-receive-a-big-tax-deduction","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://www.lifeusa.org/post/give-the-smart-way-stop-paying-taxes-on-stocks-and-receive-a-big-tax-deduction","",""
"https://www.lifeusa.org/post/health-for-all-how-life-is-closing-the-global-healthcare-gap","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://www.lifeusa.org/post/health-for-all-how-life-is-closing-the-global-healthcare-gap","",""
"https://www.lifeusa.org/post/eid-al-adha-a-celebration-of-unity","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://www.lifeusa.org/post/eid-al-adha-a-celebration-of-unity","",""
"https://www.lifeusa.org/post/recognizing-everyday-leaders-and-heros-this-father-s-day-2025","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://www.lifeusa.org/post/recognizing-everyday-leaders-and-heros-this-father-s-day-2025","",""
"https://www.lifeusa.org/post/she-was-buried-underground-for-13-years-then-she-heard-the-ocean","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://www.lifeusa.org/post/she-was-buried-underground-for-13-years-then-she-heard-the-ocean","",""
"https://www.lifeusa.org/post/when-the-guadalupe-river-roared-texas-tested-with-devastation-and-loss","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://www.lifeusa.org/post/when-the-guadalupe-river-roared-texas-tested-with-devastation-and-loss","",""
"https://www.lifeusa.org/post/the-hidden-price-tag-of-fast-fashion-and-how-life-is-offering-sustainable-solutions-you-can-support","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://www.lifeusa.org/post/the-hidden-price-tag-of-fast-fashion-and-how-life-is-offering-sustainable-solutions-you-can-support","",""
"https://www.lifeusa.org/post/ramadan-a-place-for-everyone","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://www.lifeusa.org/post/ramadan-a-place-for-everyone","",""
"https://www.lifeusa.org/post/a-step-by-step-guide-on-how-to-participate-in-ramadan","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://www.lifeusa.org/post/a-step-by-step-guide-on-how-to-participate-in-ramadan","",""
"https://www.lifeusa.org/post/sick-kids-with-no-medicine-in-sight-how-life-is-restoring-healthcare-access-in-africa","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://www.lifeusa.org/post/sick-kids-with-no-medicine-in-sight-how-life-is-restoring-healthcare-access-in-africa","",""
"https://www.lifeusa.org/post/as-middle-east-tensions-rise-families-face-uncertainty-and-compassion-matters-more","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://www.lifeusa.org/post/as-middle-east-tensions-rise-families-face-uncertainty-and-compassion-matters-more","",""
"https://www.lifeusa.org/post/millions-hungry-and-displaced-why-the-sudan-crisis-requires-immediate-action","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://www.lifeusa.org/post/millions-hungry-and-displaced-why-the-sudan-crisis-requires-immediate-action","",""
"https://www.lifeusa.org/post/ceasefire-in-gaza-understanding-the-gaza-peace-deal-and-what-lies-ahead","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://www.lifeusa.org/post/ceasefire-in-gaza-understanding-the-gaza-peace-deal-and-what-lies-ahead","",""
"https://www.lifeusa.org/post/maximize-your-tax-write-off-with-charitable-giving-apps","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://www.lifeusa.org/post/maximize-your-tax-write-off-with-charitable-giving-apps","",""
"https://www.lifeusa.org/post/when-life-becomes-art-finding-flow-purpose-and-the-joy-of-giving","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://www.lifeusa.org/post/when-life-becomes-art-finding-flow-purpose-and-the-joy-of-giving","",""
"https://www.lifeusa.org/post/how-violence-and-war-affect-children-worldwide-and-how-you-can-help","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://www.lifeusa.org/post/how-violence-and-war-affect-children-worldwide-and-how-you-can-help","",""
"https://www.lifeusa.org/post/what-happens-when-you-can-t-see-in-a-refugee-camp","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://www.lifeusa.org/post/what-happens-when-you-can-t-see-in-a-refugee-camp","",""
"https://www.lifeusa.org/post/the-challenges-humanitarian-organizations-face-after-conflict-ends","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://www.lifeusa.org/post/the-challenges-humanitarian-organizations-face-after-conflict-ends","",""
"https://www.lifeusa.org/post/the-power-of-listening-and-how-to-harness-it","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://www.lifeusa.org/post/the-power-of-listening-and-how-to-harness-it","",""
"https://www.lifeusa.org/post/monsoon-flood-in-northern-pakistan-takes-everything-from-villagers-life-usa-helps-families-rebuild","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://www.lifeusa.org/post/monsoon-flood-in-northern-pakistan-takes-everything-from-villagers-life-usa-helps-families-rebuild","",""
"https://www.lifeusa.org/post/life-s-orphan-sponsorships-keep-children-warm-and-in-school-during-the-winter-months-in-pakistan","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://www.lifeusa.org/post/life-s-orphan-sponsorships-keep-children-warm-and-in-school-during-the-winter-months-in-pakistan","",""
"https://www.lifeusa.org/post/life-supports-mothers-and-orphans-in-gaza-with-critical-baby-formula-and-other-essentials","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://www.lifeusa.org/post/life-supports-mothers-and-orphans-in-gaza-with-critical-baby-formula-and-other-essentials","",""
"https://www.lifeusa.org/post/hope-returns-to-the-classroom-through-life-for-relief-and-development-life-s-orphan-sponsorship-in","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://www.lifeusa.org/post/hope-returns-to-the-classroom-through-life-for-relief-and-development-life-s-orphan-sponsorship-in","",""
"https://www.lifeusa.org/post/with-life-water-wells-comes-a-renewed-stability-and-health-for-1-800-people-in-niger","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://www.lifeusa.org/post/with-life-water-wells-comes-a-renewed-stability-and-health-for-1-800-people-in-niger","",""
"https://www.lifeusa.org/post/in-a-tanzanian-village-water-finally-flows-close-to-home","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://www.lifeusa.org/post/in-a-tanzanian-village-water-finally-flows-close-to-home","",""
"https://www.lifeusa.org/post/life-continues-saving-lives-in-gaza-as-emergency-food-and-water-relief-reaches-thousands","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://www.lifeusa.org/post/life-continues-saving-lives-in-gaza-as-emergency-food-and-water-relief-reaches-thousands","",""
"https://www.lifeusa.org/post/life-supporting-orphans-families-gaza","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://www.lifeusa.org/post/life-supporting-orphans-families-gaza","",""
"https://www.lifeusa.org/post/fighting-hunger-in-somalia-life-for-relief-and-development-life-s-food-distribution-reaches-displ","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://www.lifeusa.org/post/fighting-hunger-in-somalia-life-for-relief-and-development-life-s-food-distribution-reaches-displ","",""
"https://www.lifeusa.org/post/life-for-relief-and-development-life-usa-restores-shelter-and-safety-for-8-050-displaced-individua","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://www.lifeusa.org/post/life-for-relief-and-development-life-usa-restores-shelter-and-safety-for-8-050-displaced-individua","",""
"https://www.lifeusa.org/post/new-solar-powered-water-wells-bring-clean-water-to-3-300-people-in-pakistan","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://www.lifeusa.org/post/new-solar-powered-water-wells-bring-clean-water-to-3-300-people-in-pakistan","",""
"https://www.lifeusa.org/post/life-provides-medical-student-scholarships-in-the-west-bank","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://www.lifeusa.org/post/life-provides-medical-student-scholarships-in-the-west-bank","",""
"https://www.lifeusa.org/post/life-for-relief-and-development-protects-5-000-children-from-harsh-winter-conditions-in-gaza","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://www.lifeusa.org/post/life-for-relief-and-development-protects-5-000-children-from-harsh-winter-conditions-in-gaza","",""
"https://www.lifeusa.org/post/life-for-relief-and-development-sustains-higher-education-in-syria","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://www.lifeusa.org/post/life-for-relief-and-development-sustains-higher-education-in-syria","",""
"https://www.lifeusa.org/post/over-1-000-orphans-across-jordan-uplifted-through-life-sponsorship-program","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://www.lifeusa.org/post/over-1-000-orphans-across-jordan-uplifted-through-life-sponsorship-program","",""
"https://www.lifeusa.org/post/life-for-relief-and-development-life-delivers-emergency-food-and-water-assistance-in-gaza-through","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://www.lifeusa.org/post/life-for-relief-and-development-life-delivers-emergency-food-and-water-assistance-in-gaza-through","",""
"https://www.lifeusa.org/_files/ugd/6df904_7fbabf427ae34683a608c7f617b5d4d0.pdf","application/pdf","200","OK","1.1","Non-Indexable","noindex","","","noindex, nofollow"
"https://www.lifeusa.org/post/water-stops-being-a-daily-worry-for-two-communities-in-nepal","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://www.lifeusa.org/post/water-stops-being-a-daily-worry-for-two-communities-in-nepal","",""
"https://www.lifeusa.org/no/tags/chicago","text/html; charset=UTF-8","200","OK","1.1","Non-Indexable","noindex","https://www.lifeusa.org/no/tags/chicago","noindex",""
"https://www.lifeusa.org/no/tags/usa","text/html; charset=UTF-8","200","OK","1.1","Non-Indexable","noindex","https://www.lifeusa.org/no/tags/usa","noindex",""
"https://www.lifeusa.org/no/tags/philanthropy","text/html; charset=UTF-8","200","OK","1.1","Non-Indexable","noindex","https://www.lifeusa.org/no/tags/philanthropy","noindex",""
"https://www.lifeusa.org/no/tags/canada","text/html; charset=UTF-8","200","OK","1.1","Non-Indexable","noindex","https://www.lifeusa.org/no/tags/canada","noindex",""
"https://www.lifeusa.org/no/hashtags/butterflyeffect","text/html; charset=UTF-8","200","OK","1.1","Non-Indexable","noindex","https://www.lifeusa.org/no/hashtags/butterflyeffect","noindex",""
"https://www.lifeusa.org/no/tags/life-blog","text/html; charset=UTF-8","200","OK","1.1","Non-Indexable","noindex","https://www.lifeusa.org/no/tags/life-blog","noindex",""
"https://www.lifeusa.org/no/tags/england","text/html; charset=UTF-8","200","OK","1.1","Non-Indexable","noindex","https://www.lifeusa.org/no/tags/england","noindex",""
"https://www.lifeusa.org/no/tags/colorado","text/html; charset=UTF-8","200","OK","1.1","Non-Indexable","noindex","https://www.lifeusa.org/no/tags/colorado","noindex",""
"https://www.lifeusa.org/no/tags/charity","text/html; charset=UTF-8","200","OK","1.1","Non-Indexable","noindex","https://www.lifeusa.org/no/tags/charity","noindex",""
"https://www.lifeusa.org/no/tags/maryland","text/html; charset=UTF-8","200","OK","1.1","Non-Indexable","noindex","https://www.lifeusa.org/no/tags/maryland","noindex",""
"https://www.lifeusa.org/no/tags/nyc","text/html; charset=UTF-8","200","OK","1.1","Non-Indexable","noindex","https://www.lifeusa.org/no/tags/nyc","noindex",""
"https://donate.lifeusa.org/donorportal/assets/styles/dxp-slds-extensions.min.css?9f8d82666d","text/css; charset=UTF-8","200","OK","1.1","Indexable","","","",""
"https://donate.lifeusa.org/donorportal/assets/styles/salesforce-lightning-design-system.min.css?9f8d82666d","text/css; charset=UTF-8","200","OK","1.1","Indexable","","","",""
"https://donate.lifeusa.org/donorportal/assets/styles/dxp-styling-hooks.min.css?9f8d82666d","text/css; charset=UTF-8","200","OK","1.1","Indexable","","","",""
"https://donate.lifeusa.org/donorportal/assets/styles/dxp-site-spacing-styling-hooks.min.css?9f8d82666d","text/css; charset=UTF-8","200","OK","1.1","Indexable","","","",""
"https://donate.lifeusa.org/donorportal/webruntime/org-asset/9f8d82666d/resource/081Vy0000005faQ/flag-icons-7.5.0/css/flag-icons.min.css","text/css","200","OK","1.1","Indexable","","","",""
"https://donate.lifeusa.org/donorportal/webruntime/org-asset/9f8d82666d/resource/081Vy0000005faP","image/png","200","OK","1.1","Indexable","","","",""
"https://www.lifeusa.org/ukrainerelief","text/html; charset=UTF-8","200","OK","1.1","Indexable","","https://www.lifeusa.org/ukrainerelief","",""
"https://www.lifeusa.org/_files/ugd/6df904_162824fa1d0a4231b25669e678d3a730.pdf","application/pdf","200","OK","1.1","Non-Indexable","noindex","","","noindex, nofollow"
"https://www.lifeusa.org/_files/ugd/6df904_441a61c7f7c94af999a07aedad1b019f.pdf","application/pdf","200","OK","1.1","Non-Indexable","noindex","","","noindex, nofollow"
"https://www.lifeusa.org/_files/ugd/6df904_007cd0c2d319457b851b407933ef9a6b.pdf","application/pdf","200","OK","1.1","Non-Indexable","noindex","","","noindex, nofollow"
